Type,Investor,Stock,Holding_Value_in_Cr,Quantity,Dec_2023,Sep_2023,Jun_2023,Mar_2023,Dec_2022,Sep_2022,Jun_2022,Mar_2022,Dec_2021
Institutional Investors,Axis_Group_,VST_Industries_Ltd,62.3,172492,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
Institutional Investors,Axis_Group_,Vardhman_Textiles_Ltd,,0,0,0,0,0,0,0.012,0.013,0.015,0.011
Institutional Investors,Axis_Group_,ZF_Commercial_Vehicle_Control_Systems_India_Ltd,,0,0,0.017,0.019,0.014,0.012,0.012,0,0,0
Institutional Investors,Axis_Group_,YES_Bank_Ltd,1038.9,451709958,0.016,0.016,0.016,0.016,0.016,0.02,0.02,0.02,0.02
Institutional Investors,Axis_Group_,PNC_Infratech_Ltd,153.7,3805180,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.021,0.021
Institutional Investors,Axis_Group_,Privi_Speciality_Chemicals_Ltd,,0,0,0,0,0,0.014,0.014,0.014,0.014,0.014
Institutional Investors,Axis_Group_,Narayana_Hrudayalaya_Ltd,1150.1,9223529,0.045,0.048,0.049,0.05,0.05,0.045,0.041,0.038,0.035
Institutional Investors,Axis_Group_,TeamLease_Services_Ltd,49.8,180279,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Crompton_Greaves_Consumer_Electricals_Ltd,,0,0,0,0.012,0.015,0.019,0.02,0.02,0.019,0.017
Institutional Investors,Axis_Group_,Endurance_Technologies_Ltd,,0,0,0,0.012,0.014,0.014,0.014,0.015,0.035,0.036
Institutional Investors,Axis_Group_,Avenue_Supermarts_Ltd,7032.8,17429454,0.027,0.03,0.032,0.033,0.034,0.035,0.035,0.036,0.034
Institutional Investors,Axis_Group_,Mas_Financial_Services_Ltd,76.2,2670920,0.049,0.049,0.049,0.049,0.049,0.049,0.05,0.05,0.05
Institutional Investors,Axis_Group_,Tube_Investments_of_India_Ltd,720.9,2062485,0.011,0.011,0.012,0.012,0.01,0.01,0,0,0
Institutional Investors,Axis_Group_,Galaxy_Surfactants_Ltd,537.9,2345150,0.066,0.068,0.077,0.077,0.073,0.073,0.069,0.048,0.042
Institutional Investors,Axis_Group_,Fine_Organic_Industries_Ltd,675.9,1655525,0.054,0.054,0.054,0.053,0.049,0.042,0.034,0.03,0.027
Institutional Investors,Axis_Group_,Orient_Electric_Ltd,130.7,6732692,0.032,0.032,0.036,0.035,0.026,0.026,0.025,0.024,0.021
Institutional Investors,Axis_Group_,TCNS_Clothing_Co_Ltd,26.3,760746,0.012,0.012,0.022,0.026,0.03,0.03,0.03,0.03,0.03
Institutional Investors,Axis_Group_,CreditAccess_Grameen_Ltd,544.5,3905748,0.025,0.018,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Neogen_Chemicals_Ltd,211,1677063,0.064,0.068,0.071,0.071,0.072,0.072,0.072,0.072,0.054
Institutional Investors,Axis_Group_,Sumitomo_Chemical_India_Ltd,,0,0,0.01,0.01,0.01,0.011,0.011,0.01,0.01,0
Institutional Investors,Axis_Group_,Gland_Pharma_Ltd,,0,0,0,0,0,0.027,0.041,0.042,0.042,0.039
Institutional Investors,Axis_Group_,Mrs_Bectors_Food_Specialities_Ltd,255.1,2439189,0.042,0.043,0.03,0.015,0.013,0.013,0.013,0.013,0.013
Institutional Investors,Axis_Group_,MTAR_Technologies_Ltd,202.7,1180000,0.038,0.039,0.04,0.04,0.033,0.033,0.033,0.038,0.038
Institutional Investors,Axis_Group_,Craftsman_Automation_Ltd,289.8,753026,0.036,0.035,0.032,0.017,0,0,0,0,0
Institutional Investors,Axis_Group_,Suryoday_Small_Finance_Bank_Ltd,75.1,4674742,0.044,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046
Institutional Investors,Axis_Group_,Sona_BLW_Precision_Forgings_Ltd,2706.4,41382431,0.071,0.069,0.063,0.063,0.048,0.045,0.043,0.042,0.04
Institutional Investors,Axis_Group_,Krishna_Institute_of_Medical_Sciences_Ltd,804.1,4037302,0.05,0.053,0.061,0.062,0.063,0.063,0.059,0.049,0.038
Institutional Investors,Axis_Group_,Clean_Science_and_Technology_Ltd,326.1,2499117,0.024,0.024,0.026,0.026,0.025,0.023,0.019,0.018,0.018
Institutional Investors,Axis_Group_,Zomato_Ltd,1961.5,123674169,0.014,0.013,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Tatva_Chintan_Pharma_Chem_Ltd,,0,0,0,0,0,0,0,0,0.013,0.013
Institutional Investors,Axis_Group_,Rolex_Rings_Ltd,249.7,1343019,0.049,0.046,0.046,0.046,0.043,0.049,0.041,0.041,0.034
Institutional Investors,Axis_Group_,Chemplast_Sanmar_Ltd,267.3,6337312,0.04,0.042,0.042,0.043,0.034,0.034,0.025,0.024,0.026
Institutional Investors,Axis_Group_,Vijaya_Diagnostic_Centre_Ltd,193.8,3167308,0.031,0.027,0.026,0.049,0.055,0.061,0.064,0.066,0.063
Institutional Investors,Axis_Group_,Sansera_Engineering_Ltd,365.9,3805019,0.071,0.069,0.069,0.057,0.058,0.059,0.052,0.038,0.041
Institutional Investors,Axis_Group_,SJS_Enterprises_Ltd,83,1377351,0.044,0.044,0.044,0.045,0.045,0.056,0.062,0.071,0.074
Institutional Investors,Axis_Group_,Go_Fashion_(India)_Ltd,156.3,1515699,0.028,0.029,0.03,0.041,0.048,0.057,0.06,0.061,0.063
Institutional Investors,Axis_Group_,Data_Patterns_(India)_Ltd,235.5,1043043,0.019,0.019,0.024,0.024,0.013,0.013,0.014,0.015,0.019
Institutional Investors,Axis_Group_,Vedant_Fashions_Ltd,245.4,2702208,0.011,0.012,0.012,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Motherson_Sumi_Wiring_India_Ltd,292.1,46736290,0.011,0.012,0.026,0.044,0.047,0.049,0.045,0.037,0
Institutional Investors,Axis_Group_,Rainbow_Childrens_Medicare_Ltd,272.9,2310392,0.023,0.024,0.024,0.02,0.018,0.019,0.018,0,0
Institutional Investors,Axis_Group_,Aether_Industries_Ltd,108.7,1349558,0.01,0.013,0.014,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Global_Health_Ltd,396.5,3304578,0.012,0.013,0.014,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Kaynes_Technology_India_Ltd,584.3,2226316,0.035,0.031,0.019,0.015,0,0,0,0,0
Institutional Investors,Axis_Group_,KFIN_Technologies_Ltd,,0,0,0,0.011,0.011,0.011,0,0,0,0
Institutional Investors,Axis_Group_,Mankind_Pharma_Ltd,1013.1,4696987,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,R_R_Kabel_Ltd,175.3,1241286,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Axis_Group_,Protean_eGov_Technologies_Ltd,137,1287923,0.032,0,0,0,0,0,0,0,0
Institutional Investors,Europacific_growth_fund_,Bajaj_Finserv_Ltd,,0,0,0,0,0,0,0,0,0.013,0.015
Institutional Investors,Europacific_growth_fund_,Bharti_Airtel_Ltd,16735.3,135827826,0.023,0.022,0.019,0.021,0.022,0.021,0.018,0.021,0.02
Institutional Investors,Europacific_growth_fund_,Godrej_Consumer_Products_Ltd,1245.8,10323995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Institutional Investors,Europacific_growth_fund_,HDFC_Bank_Ltd,,0,0,0,0,0,0,0,0,0.021,0.024
Institutional Investors,Europacific_growth_fund_,ICICI_Bank_Ltd,,0,0,0,0.013,0.014,0.017,0.015,0.013,0.013,0.013
Institutional Investors,Europacific_growth_fund_,Kotak_Mahindra_Bank_Ltd,11926.7,68080811,0.034,0.033,0.033,0.033,0.038,0.04,0.038,0.03,0.028
Institutional Investors,Europacific_growth_fund_,Maruti_Suzuki_India_Ltd,4002.3,3461908,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Europacific_growth_fund_,Reliance_Industries_Ltd,23236.4,81602916,0.012,0.015,0.017,0.017,0.02,0.02,0.02,0.023,0.023
Institutional Investors,Europacific_growth_fund_,HDFC_Life_Insurance_Company_Ltd,,0,0,0,0,0,0.011,0.011,0.019,0.019,0.021
Institutional Investors,Europacific_growth_fund_,Jio_Financial_Services_Ltd,3054,86198783,0.014,0.016,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Aarti_Industries_Ltd,475.8,7474145,0.021,0.027,0.027,0.029,0.026,0.024,0.02,0.02,0.018
Institutional Investors,Birla_Group,ACC_Ltd,878.2,3642787,0.019,0.018,0.012,0,0,0,0,0.017,0.01
Institutional Investors,Birla_Group,Ahluwalia_Contracts_(India)_Ltd,84.6,822732,0.012,0.013,0.014,0.016,0.016,0.016,0.016,0.017,0.016
Institutional Investors,Birla_Group,GE_Power_India_Ltd,,0,0,0.015,0.035,0.035,0.035,0.035,0.034,0.016,0
Institutional Investors,Birla_Group,Akzo_Nobel_India_Ltd,247,1015046,0.022,0.022,0.023,0.023,0.023,0.023,0.022,0.023,0.023
Institutional Investors,Birla_Group,Alicon_Castalloy_Ltd,,0,0,0,0,0,0,0,0,0.01,0.014
Institutional Investors,Birla_Group,Apollo_Hospitals_Enterprise_Ltd,1349.4,2225889,0.016,0.016,0.016,0.017,0.015,0.012,0,0,0
Institutional Investors,Birla_Group,Ashok_Leyland_Ltd,,0,0,0,0,0.011,0,0,0,0,0
Institutional Investors,Birla_Group,Atul_Ltd,315.3,530985,0.018,0.021,0.022,0.025,0.025,0.023,0.023,0.024,0.023
Institutional Investors,Birla_Group,Avanti_Feeds_Ltd,,0,0,0,0.01,0.011,0.02,0.022,0.022,0.023,0.023
Institutional Investors,Birla_Group,Axis_Bank_Ltd,3281.8,31266124,0.011,0.011,0.013,0.015,0.014,0.013,0.013,0.013,0
Institutional Investors,Birla_Group,Balrampur_Chini_Mills_Ltd,89.7,2483443,0.012,0.017,0.013,0.011,0.012,0.01,0,0,0
Institutional Investors,Birla_Group,Bata_India_Ltd,,0,0,0.011,0.017,0.023,0.03,0.036,0.036,0.026,0.028
Institutional Investors,Birla_Group,Bayer_Cropscience_Ltd,511.7,1019032,0.023,0.025,0.028,0.035,0.037,0.046,0.049,0.052,0.057
Institutional Investors,Birla_Group,BEML_Ltd,,0,0,0,0,0,0,0,0.01,0.011,0.011
Institutional Investors,Birla_Group,Bharat_Forge_Ltd,700.7,6347837,0.014,0.016,0.02,0.019,0.018,0.014,0.013,0.013,0.016
Institutional Investors,Birla_Group,Biocon_Ltd,,0,0,0,0.014,0.014,0,0,0,0,0
Institutional Investors,Birla_Group,Brigade_Enterprises_Ltd,243.7,2861275,0.012,0.012,0.011,0,0,0,0,0,0
Institutional Investors,Birla_Group,Butterfly_Gandhimathi_Appliances_Ltd,34,430770,0.024,0.024,0.024,0.011,0.011,0.011,0,0,0
Institutional Investors,Birla_Group,CARE_Ratings_Ltd,,0,0,0,0,0,0.014,0.015,0.018,0.019,0.019
Institutional Investors,Birla_Group,Castrol_India_Ltd,,0,0,0,0.011,0.011,0.011,0.011,0.011,0.011,0.012
Institutional Investors,Birla_Group,CCL_Products_India_Ltd,78.7,1374761,0.01,0,0,0,0.011,0.011,0.011,0.011,0.011
Institutional Investors,Birla_Group,Century_Textiles_and_Industries_Ltd,684.6,4901493,0.044,0.047,0.05,0.052,0.051,0.053,0.053,0.056,0.054
Institutional Investors,Birla_Group,CESC_Ltd,,0,0,0,0,0,0,0.01,0.012,0.012,0.012
Institutional Investors,Birla_Group,Cholamandalam_Investment_and_Finance_Company_Ltd,1044.4,9926665,0.012,0.011,0.011,0.012,0.013,0.015,0.015,0,0.017
Institutional Investors,Birla_Group,Container_Corporation_of_India_Ltd,607.6,7266871,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Cummins_India_Ltd,,0,0,0,0,0,0.012,0.013,0.012,0.011,0
Institutional Investors,Birla_Group,Cyient_Ltd,480.4,2462684,0.022,0.02,0.021,0.028,0.026,0.027,0.028,0.031,0.031
Institutional Investors,Birla_Group,DCB_Bank_Ltd,,0,0,0,0,0,0,0.012,0.018,0.021,0.026
Institutional Investors,Birla_Group,Dish_TV_India_Ltd,49.9,29343636,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
Institutional Investors,Birla_Group,Dr_Reddy's_Laboratories_Ltd,,0,0,0,0,0,0,0.016,0.019,0.011,0.019
Institutional Investors,Birla_Group,Emami_Ltd,255,5993770,0.014,0.017,0.015,0.017,0.017,0.019,0.019,0.019,0.018
Institutional Investors,Birla_Group,Engineers_India_Ltd,,0,0,0,0,0.013,0.014,0,0,0,0
Institutional Investors,Birla_Group,EPL_Ltd,74.2,3972254,0.013,0.015,0.015,0.016,0.014,0.013,0.01,0,0
Institutional Investors,Birla_Group,Exide_Industries_Ltd,329.9,11188114,0.013,0.012,0.014,0.014,0.015,0.016,0.017,0.017,0.017
Institutional Investors,Birla_Group,Federal_Bank_Ltd,636.1,43187357,0.018,0.025,0.019,0.022,0.018,0.017,0.016,0.012,0
Institutional Investors,Birla_Group,Fortis_Healthcare_Ltd,1230.6,30622172,0.041,0.044,0.046,0.046,0.049,0.048,0.047,0.046,0.043
Institutional Investors,Birla_Group,Gillette_India_Ltd,642.4,973719,0.03,0.032,0.033,0.035,0.037,0.04,0.04,0.042,0.044
Institutional Investors,Birla_Group,GlaxoSmithKline_Pharmaceuticals_Ltd,377.5,1924817,0.011,0.012,0.013,0.017,0.023,0.025,0,0.032,0.035
Institutional Investors,Birla_Group,Glenmark_Pharmaceuticals_Ltd,672.3,7315751,0.026,0.024,0.023,0.023,0.023,0.023,0.02,0.019,0.02
Institutional Investors,Birla_Group,Gokaldas_Exports_Ltd,120.9,1623292,0.027,0.034,0.042,0.029,0,0,0,0,0
Institutional Investors,Birla_Group,Granules_India_Ltd,122.8,2977738,0.012,0.013,0.014,0.014,0.014,0.014,0,0,0
Institutional Investors,Birla_Group,GFL_Ltd,16.2,2249803,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Institutional Investors,Birla_Group,Heritage_Foods_Ltd,,0,0,0.01,0.014,0.014,0.014,0.014,0.014,0.014,0.015
Institutional Investors,Birla_Group,Hindalco_Industries_Ltd,,0,0,0,0,0,0,0,0,0,0.01
Institutional Investors,Birla_Group,Johnson_Controls_Hitachi_Air_Conditioning_India_Ltd,160,1587373,0.058,0.06,0.067,0.077,0.085,0.089,0.089,0.09,0.091
Institutional Investors,Birla_Group,Honeywell_Automation_India_Ltd,946.9,249845,0.028,0.031,0.035,0.038,0.038,0.038,0.039,0.048,0.05
Institutional Investors,Birla_Group,ICICI_Bank_Ltd,9810.1,90691811,0.016,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018
Institutional Investors,Birla_Group,ICRA_Ltd,313.6,576316,0.06,0.062,0.073,0.077,0.081,0.094,0.097,0.097,0.099
Institutional Investors,Birla_Group,IDFC_Ltd,181.7,16704477,0.01,0.013,0.013,0.014,0.01,0,0,0,0
Institutional Investors,Birla_Group,I_G_Petrochemicals_Ltd,21.7,518879,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
Institutional Investors,Birla_Group,India_Glycols_Ltd,,0,0,0,0.018,0.018,0.013,0.011,0.018,0.012,0.014
Institutional Investors,Birla_Group,Indoco_Remedies_Ltd,,0,0,0,0.022,0.022,0.022,0.021,0.019,0.016,0.012
Institutional Investors,Birla_Group,IndusInd_Bank_Ltd,,0,0,0,0,0.012,0,0,0,0,0
Institutional Investors,Birla_Group,Infosys_Ltd,6560.9,41712281,0.011,0.011,0.012,0.012,0,0,0,0,0
Institutional Investors,Birla_Group,JK_Cement_Ltd,310.4,773946,0.01,0.012,0.013,0.016,0.017,0.016,0.016,0.015,0.015
Institutional Investors,Birla_Group,JK_Lakshmi_Cement_Ltd,,0,0,0,0,0.011,0.014,0.014,0.012,0.012,0.011
Institutional Investors,Birla_Group,Jubilant_Foodworks_Ltd,,0,0,0.016,0.015,0.016,0.012,0,0,0,0
Institutional Investors,Birla_Group,Kalpataru_Projects_International_Ltd,410.9,4028825,0.025,0.025,0.035,0,0,0,0,0,0
Institutional Investors,Birla_Group,Kansai_Nerolac_Paints_Ltd,,0,0,0,0,0.013,0.019,0.021,0.022,0.024,0.025
Institutional Investors,Birla_Group,Kirloskar_Oil_Engines_Ltd,,0,0,0,0.017,0.015,0,0,0,0,0
Institutional Investors,Birla_Group,Kewal_Kiran_Clothing_Ltd,,0,0,0,0,0,0.01,0.01,0.016,0.017,0.017
Institutional Investors,Birla_Group,Birlasoft_Ltd,311.4,4322545,0.016,0.024,0.032,0.03,0.027,0.027,0.028,0.029,0.025
Institutional Investors,Birla_Group,LIC_Housing_Finance_Ltd,449.2,7902974,0.014,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Larsen_and_Toubro_Ltd,,0,0,0,0,0,0,0,0,0,0.01
Institutional Investors,Birla_Group,Mahindra_and_Mahindra_Financial_Services_Ltd,,0,0,0,0,0,0,0,0.01,0,0
Institutional Investors,Birla_Group,Poonawalla_Fincorp_Ltd,,0,0,0.023,0.023,0.013,0.011,0.01,0.01,0.014,0.017
Institutional Investors,Birla_Group,CIE_Automotive_India_Ltd,177.5,4067691,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Manappuram_Finance_Ltd,259.8,15765157,0.019,0.021,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Max_Financial_Services_Ltd,360.1,3729018,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,United_Spirits_Ltd,1591.7,14609124,0.02,0.02,0.021,0.019,0.016,0.015,0.013,0,0.01
Institutional Investors,Birla_Group,Multi_Commodity_Exchange_of_India_Ltd,,0,0,0.014,0,0.014,0.018,0.019,0.015,0.019,0.019
Institutional Investors,Birla_Group,Minda_Corporation_Ltd,207.3,5419497,0.023,0.02,0.02,0.016,0.016,0.016,0.015,0.015,0.015
Institutional Investors,Birla_Group,MphasiS_Ltd,,0,0,0,0,0,0.01,0.011,0.011,0.01,0
Institutional Investors,Birla_Group,Nath_Bio_Genes_(India)_Ltd,14.9,828595,0.044,0.044,0.046,0.046,0.046,0.046,0,0.048,0.072
Institutional Investors,Birla_Group,National_Aluminium_Company_Ltd,,0,0,0,0,0,0,0,0,0,0.01
Institutional Investors,Birla_Group,Navin_Fluorine_International_Ltd,172.6,581467,0.012,0.012,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,NCC_Ltd,,0,0,0,0,0,0,0,0.014,0.018,0.018
Institutional Investors,Birla_Group,Coforge_Ltd,1379.6,2450256,0.04,0.044,0.036,0.034,0.019,0.019,0.017,0.016,0
Institutional Investors,Birla_Group,NMDC_Ltd,,0,0,0,0.01,0,0,0,0,0,0.01
Institutional Investors,Birla_Group,Orient_Cement_Ltd,100.3,5107694,0.025,0.025,0.023,0.023,0.02,0.02,0.02,0.02,0.022
Institutional Investors,Birla_Group,RHI_Magnesita_India_Ltd,129.4,2378692,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Pfizer_Ltd,,0,0,0.017,0.02,0.021,0.022,0.031,0.042,0.051,0.062
Institutional Investors,Birla_Group,Aditya_Birla_Fashion_and_Retail_Ltd,227.8,11019867,0.012,0.011,0.011,0,0,0,0.01,0,0
Institutional Investors,Birla_Group,Procter_and_Gamble_Hygiene_and_Healthcare_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Institutional Investors,Birla_Group,Phoenix_Mills_Ltd,965.4,3804567,0.021,0.023,0.024,0.011,0.012,0.013,0.015,0.015,0.016
Institutional Investors,Birla_Group,Pricol_Ltd,83.2,2380049,0.02,0.022,0.028,0.03,0.03,0.03,0.03,0.017,0
Institutional Investors,Birla_Group,PVR_INOX_Ltd,,0,0,0,0,0.014,0,0,0.011,0.02,0.028
Institutional Investors,Birla_Group,Radico_Khaitan_Ltd,788.5,4858604,0.036,0.034,0.034,0.03,0.034,0.03,0.033,0.031,0.027
Institutional Investors,Birla_Group,The_Ramco_Cements_Ltd,,0,0,0,0,0,0.011,0.011,0,0,0
Institutional Investors,Birla_Group,Repco_Home_Finance_Ltd,126.6,3193008,0.051,0.056,0.056,0.056,0.056,0.056,0.056,0.057,0.057
Institutional Investors,Birla_Group,Ramkrishna_Forgings_Ltd,156.7,2458524,0.014,0.021,0.024,0.029,0.029,0.031,0.049,0.054,0.054
Institutional Investors,Birla_Group,Sanofi_India_Ltd,649,846735,0.037,0.026,0.024,0.028,0.028,0.028,0.029,0.029,0.029
Institutional Investors,Birla_Group,Shoppers_Stop_Ltd,456.2,5924170,0.054,0.054,0.065,0.063,0.063,0.075,0.083,0.065,0.082
Institutional Investors,Birla_Group,Sobha_Ltd,222.2,1777786,0.019,0.012,0.012,0.011,0.011,0.011,0.011,0,0
Institutional Investors,Birla_Group,Somany_Ceramics_Ltd,48.9,748880,0.018,0.017,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Shriram_Finance_Ltd,1058.8,4575881,0.012,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Strides_Pharma_Science_Ltd,388,5010534,0.055,0.059,0.061,0.058,0.063,0.06,0.057,0.059,0.059
Institutional Investors,Birla_Group,TVS_Holdings_Ltd,383.6,460256,0.023,0,0.03,0.038,0.043,0.044,0.047,0.047,0
Institutional Investors,Birla_Group,Sunteck_Realty_Ltd,98.8,2560637,0.018,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,TD_Power_Systems_Ltd,220.4,8296421,0.053,0.051,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Tech_Mahindra_Ltd,,0,0,0,0,0,0,0.01,0,0,0
Institutional Investors,Birla_Group,Thomas_Cook_(India)_Ltd,278.3,18940709,0.04,0.047,0.059,0.062,0.063,0.066,0.066,0.07,0.084
Institutional Investors,Birla_Group,Timken_India_Ltd,317.3,1150748,0.015,0.015,0.012,0,0,0,0,0,0
Institutional Investors,Birla_Group,Tamil_Nadu_Newsprint_And_Papers_Ltd,56.8,2281133,0.033,0.036,0.043,0.046,0.046,0.047,0.033,0.011,0.011
Institutional Investors,Birla_Group,Triveni_Turbine_Ltd,,0,0,0,0.011,0.012,0.015,0.015,0,0,0
Institutional Investors,Birla_Group,Cholamandalam_Financial_Holdings_Ltd,380.2,3796513,0.02,0.02,0.023,0.023,0.023,0.023,0.023,0.022,0.021
Institutional Investors,Birla_Group,V_Guard_Industries_Ltd,252.2,7907517,0.018,0,0.011,0.011,0.013,0.014,0.013,0.013,0.018
Institutional Investors,Birla_Group,VIP_Industries_Ltd,141.2,3103542,0.022,0.025,0.027,0.02,0.017,0.018,0.018,0.017,0.018
Institutional Investors,Birla_Group,V_Mart_Retail_Ltd,52.1,257432,0.013,0,0,0,0,0.01,0,0,0
Institutional Investors,Birla_Group,Voltas_Ltd,517.4,4972413,0.015,0,0,0,0.012,0.014,0.015,0.018,0.019
Institutional Investors,Birla_Group,Welspun_Corp_Ltd,152,3032957,0.012,0.015,0.015,0.015,0.014,0.014,0.014,0.017,0
Institutional Investors,Birla_Group,Whirlpool_of_India_Ltd,287.8,2273471,0.018,0.018,0.017,0.017,0.017,0.02,0.025,0.025,0.023
Institutional Investors,Birla_Group,Zee_Entertainment_Enterprises_Ltd,312.7,22066873,0.023,0.019,0.019,0.017,0.021,0.017,0.016,0.012,0
Institutional Investors,Birla_Group,Zydus_Wellness_Ltd,,0,0,0,0,0,0,0,0.019,0.018,0.015
Institutional Investors,Birla_Group,Gulshan_Polyols_Ltd,12.7,748490,0.012,0.012,0.021,0.021,0.021,0.021,0.019,0.017,0
Institutional Investors,Birla_Group,Vishnu_Chemicals_Ltd,45,1572678,0.024,0.023,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,PNC_Infratech_Ltd,,0,0,0,0,0,0,0,0,0,0.011
Institutional Investors,Birla_Group,Satin_Creditcare_Network_Ltd,,0,0,0.011,0.021,0.031,0.032,0.035,0.038,0.038,0.039
Institutional Investors,Birla_Group,IDFC_First_Bank_Ltd,,0,0,0,0,0,0,0,0,0,0.018
Institutional Investors,Birla_Group,TeamLease_Services_Ltd,114.2,412597,0.025,0.019,0.019,0,0,0,0,0,0
Institutional Investors,Birla_Group,Ujjivan_Financial_Services_Ltd,103,2036272,0.017,0.015,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Crompton_Greaves_Consumer_Electricals_Ltd,506.5,18873405,0.03,0.033,0.043,0.037,0.042,0.046,0.045,0.043,0.044
Institutional Investors,Birla_Group,GMM_Pfaudler_Ltd,215.3,1759705,0.039,0.039,0.04,0.039,0.039,0,0,0,0
Institutional Investors,Birla_Group,Kirloskar_Pneumatic_Company_Ltd,,0,0,0,0,0.012,0.012,0.012,0,0,0
Institutional Investors,Birla_Group,Stylam_Industries_Ltd,43.7,285347,0.017,0.017,0.011,0,0,0,0,0,0
Institutional Investors,Birla_Group,Quess_Corp_Ltd,,0,0,0,0,0.015,0.032,0.034,0.034,0.039,0.045
Institutional Investors,Birla_Group,RBL_Bank_Ltd,159.7,7204044,0.012,0.021,0.013,0,0,0,0,0,0
Institutional Investors,Birla_Group,Endurance_Technologies_Ltd,,0,0,0,0,0,0.012,0.012,0,0,0
Institutional Investors,Birla_Group,Eris_Lifesciences_Ltd,152.7,1802795,0.013,0.014,0.015,0.015,0.016,0.017,0.017,0.017,0.017
Institutional Investors,Birla_Group,SBI_Life_Insurance_Company_Ltd,,0,0,0,0,0,0,0,0.01,0.011,0
Institutional Investors,Birla_Group,Dishman_Carbogen_Amcis_Ltd,,0,0,0,0,0,0.013,0.015,0.028,0.03,0.024
Institutional Investors,Birla_Group,Mahindra_Logistics_Ltd,78.8,1915864,0.027,0.024,0.051,0.056,0.045,0.043,0.033,0.029,0.012
Institutional Investors,Birla_Group,IFGL_Refractories_Ltd,38.7,736638,0.02,0.023,0.026,0.026,0.026,0.026,0.026,0.026,0.033
Institutional Investors,Birla_Group,Bandhan_Bank_Ltd,478.7,26372816,0.016,0.022,0.024,0.023,0.022,0.02,0.014,0,0
Institutional Investors,Birla_Group,Solara_Active_Pharma_Sciences_Ltd,23.1,615000,0.017,0.017,0.017,0.022,0.025,0.025,0.025,0.027,0.026
Institutional Investors,Birla_Group,Orient_Electric_Ltd,60.4,3114105,0.015,0.015,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Chalet_Hotels_Ltd,170.6,2311030,0.011,0.011,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Metropolis_Healthcare_Ltd,108.4,683534,0.013,0.014,0.017,0.027,0.027,0.036,0.038,0.047,0.041
Institutional Investors,Birla_Group,Polycab_India_Ltd,,0,0,0,0,0.01,0.012,0,0,0,0
Institutional Investors,Birla_Group,Sterling_and_Wilson_Renewable_Energy_Ltd,113.6,2357625,0.01,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Ujjivan_Small_Finance_Bank_Ltd,,0,0,0,0.012,0.016,0.018,0.016,0,0,0
Institutional Investors,Birla_Group,Prince_Pipes_and_Fittings_Ltd,95.9,1779304,0.016,0.012,0.012,0.011,0.011,0.011,0.01,0.012,0.012
Institutional Investors,Birla_Group,Computer_Age_Management_Services_Ltd,159.4,552053,0.011,0,0,0,0,0,0,0,0
Institutional Investors,Birla_Group,Gland_Pharma_Ltd,,0,0,0,0.011,0,0.011,0,0.011,0,0
Institutional Investors,Birla_Group,Restaurant_Brands_Asia_Ltd,137,12983007,0.026,0.021,0.02,0.023,0.031,0.03,0.03,0.028,0.011
